V15,day,period
3,Monday,P26
16,Monday,P27
9,Monday,P28
1,Monday,P29
1,Monday,P30
14,Monday,P31
4,Monday,P32
1,Monday,P33
0,Monday,P34
18,Monday,P35
6,Monday,P36
9,Monday,P37
5,Monday,P38
14,Monday,P39
8,Monday,P40
5,Monday,P41
1,Monday,P42
5,Monday,P43
1,Monday,P44
0,Monday,P45
0,Monday,P46
6,Monday,P47
0,Tuesday,P0
1,Tuesday,P1
0,Tuesday,P2
1,Tuesday,P3
0,Tuesday,P4
0,Tuesday,P5
0,Tuesday,P6
0,Tuesday,P7
0,Tuesday,P8
1,Tuesday,P9
0,Tuesday,P10
2,Tuesday,P11
0,Tuesday,P12
2,Tuesday,P13
2,Tuesday,P14
9,Tuesday,P15
3,Tuesday,P16
19,Tuesday,P17
5,Tuesday,P18
10,Tuesday,P19
15,Tuesday,P20
3,Tuesday,P21
2,Tuesday,P22
18,Tuesday,P23
4,Tuesday,P24
4,Tuesday,P25
1,Tuesday,P26
19,Tuesday,P27
3,Tuesday,P28
5,Tuesday,P29
2,Tuesday,P30
17,Tuesday,P31
8,Tuesday,P32
5,Tuesday,P33
2,Tuesday,P34
17,Tuesday,P35
5,Tuesday,P36
7,Tuesday,P37
2,Tuesday,P38
13,Tuesday,P39
8,Tuesday,P40
5,Tuesday,P41
2,Tuesday,P42
3,Tuesday,P43
0,Tuesday,P44
3,Tuesday,P45
2,Tuesday,P46
8,Tuesday,P47
1,Wednesday,P0
0,Wednesday,P1
1,Wednesday,P2
1,Wednesday,P3
1,Wednesday,P4
0,Wednesday,P5
0,Wednesday,P6
0,Wednesday,P7
0,Wednesday,P8
1,Wednesday,P9
0,Wednesday,P10
1,Wednesday,P11
4,Wednesday,P12
2,Wednesday,P13
3,Wednesday,P14
10,Wednesday,P15
1,Wednesday,P16
15,Wednesday,P17
2,Wednesday,P18
19,Wednesday,P19
9,Wednesday,P20
3,Wednesday,P21
1,Wednesday,P22
16,Wednesday,P23
11,Wednesday,P24
4,Wednesday,P25
4,Wednesday,P26
28,Wednesday,P27
6,Wednesday,P28
6,Wednesday,P29
0,Wednesday,P30
17,Wednesday,P31
5,Wednesday,P32
3,Wednesday,P33
2,Wednesday,P34
16,Wednesday,P35
2,Wednesday,P36
4,Wednesday,P37
5,Wednesday,P38
11,Wednesday,P39
7,Wednesday,P40
10,Wednesday,P41
1,Wednesday,P42
4,Wednesday,P43
1,Wednesday,P44
2,Wednesday,P45
1,Wednesday,P46
8,Wednesday,P47
3,Thursday,P0
1,Thursday,P1
1,Thursday,P2
0,Thursday,P3
0,Thursday,P4
0,Thursday,P5
0,Thursday,P6
0,Thursday,P7
0,Thursday,P8
0,Thursday,P9
0,Thursday,P10
0,Thursday,P11
1,Thursday,P12
2,Thursday,P13
3,Thursday,P14
11,Thursday,P15
5,Thursday,P16
15,Thursday,P17
4,Thursday,P18
9,Thursday,P19
16,Thursday,P20
4,Thursday,P21
1,Thursday,P22
9,Thursday,P23
13,Thursday,P24
4,Thursday,P25
1,Thursday,P26
13,Thursday,P27
8,Thursday,P28
3,Thursday,P29
0,Thursday,P30
5,Thursday,P31
14,Thursday,P32
2,Thursday,P33
0,Thursday,P34
13,Thursday,P35
8,Thursday,P36
8,Thursday,P37
4,Thursday,P38
8,Thursday,P39
4,Thursday,P40
5,Thursday,P41
1,Thursday,P42
3,Thursday,P43
0,Thursday,P44
2,Thursday,P45
0,Thursday,P46
5,Thursday,P47
0,Friday,P0
0,Friday,P1
0,Friday,P2
0,Friday,P3
1,Friday,P4
0,Friday,P5
0,Friday,P6
0,Friday,P7
1,Friday,P8
1,Friday,P9
0,Friday,P10
3,Friday,P11
3,Friday,P12
5,Friday,P13
3,Friday,P14
3,Friday,P15
4,Friday,P16
12,Friday,P17
0,Friday,P18
16,Friday,P19
9,Friday,P20
2,Friday,P21
7,Friday,P22
6,Friday,P23
5,Friday,P24
4,Friday,P25
8,Friday,P26
12,Friday,P27
7,Friday,P28
4,Friday,P29
4,Friday,P30
13,Friday,P31
9,Friday,P32
3,Friday,P33
1,Friday,P34
13,Friday,P35
8,Friday,P36
8,Friday,P37
4,Friday,P38
8,Friday,P39
12,Friday,P40
2,Friday,P41
2,Friday,P42
4,Friday,P43
7,Friday,P44
4,Friday,P45
0,Friday,P46
2,Friday,P47
12,Saturday,P0
1,Saturday,P1
2,Saturday,P2
0,Saturday,P3
1,Saturday,P4
2,Saturday,P5
0,Saturday,P6
0,Saturday,P7
0,Saturday,P8
1,Saturday,P9
2,Saturday,P10
3,Saturday,P11
1,Saturday,P12
1,Saturday,P13
0,Saturday,P14
0,Saturday,P15
1,Saturday,P16
8,Saturday,P17
1,Saturday,P18
10,Saturday,P19
11,Saturday,P20
0,Saturday,P21
2,Saturday,P22
14,Saturday,P23
6,Saturday,P24
1,Saturday,P25
2,Saturday,P26
17,Saturday,P27
7,Saturday,P28
2,Saturday,P29
0,Saturday,P30
14,Saturday,P31
5,Saturday,P32
3,Saturday,P33
2,Saturday,P34
13,Saturday,P35
3,Saturday,P36
8,Saturday,P37
4,Saturday,P38
9,Saturday,P39
12,Saturday,P40
4,Saturday,P41
5,Saturday,P42
4,Saturday,P43
3,Saturday,P44
2,Saturday,P45
0,Saturday,P46
13,Saturday,P47
1,Sunday,P0
2,Sunday,P1
1,Sunday,P2
0,Sunday,P3
0,Sunday,P4
0,Sunday,P5
0,Sunday,P6
0,Sunday,P7
2,Sunday,P8
1,Sunday,P9
0,Sunday,P10
2,Sunday,P11
2,Sunday,P12
0,Sunday,P13
1,Sunday,P14
2,Sunday,P15
2,Sunday,P16
6,Sunday,P17
1,Sunday,P18
5,Sunday,P19
2,Sunday,P20
1,Sunday,P21
3,Sunday,P22
11,Sunday,P23
11,Sunday,P24
3,Sunday,P25
0,Sunday,P26
12,Sunday,P27
10,Sunday,P28
2,Sunday,P29
1,Sunday,P30
11,Sunday,P31
13,Sunday,P32
4,Sunday,P33
2,Sunday,P34
17,Sunday,P35
4,Sunday,P36
10,Sunday,P37
6,Sunday,P38
14,Sunday,P39
11,Sunday,P40
14,Sunday,P41
2,Sunday,P42
1,Sunday,P43
4,Sunday,P44
6,Sunday,P45
0,Sunday,P46
0,Sunday,P47
7,Monday,P0
0,Monday,P1
1,Monday,P2
0,Monday,P3
0,Monday,P4
0,Monday,P5
1,Monday,P6
0,Monday,P7
0,Monday,P8
1,Monday,P9
0,Monday,P10
1,Monday,P11
5,Monday,P12
1,Monday,P13
6,Monday,P14
5,Monday,P15
2,Monday,P16
14,Monday,P17
6,Monday,P18
13,Monday,P19
8,Monday,P20
2,Monday,P21
0,Monday,P22
21,Monday,P23
8,Monday,P24
5,Monday,P25
4,Monday,P26
23,Monday,P27
8,Monday,P28
2,Monday,P29
3,Monday,P30
5,Monday,P31
13,Monday,P32
3,Monday,P33
0,Monday,P34
12,Monday,P35
3,Monday,P36
5,Monday,P37
4,Monday,P38
11,Monday,P39
12,Monday,P40
6,Monday,P41
1,Monday,P42
4,Monday,P43
0,Monday,P44
0,Monday,P45
0,Monday,P46
4,Monday,P47
2,Tuesday,P0
1,Tuesday,P1
1,Tuesday,P2
0,Tuesday,P3
0,Tuesday,P4
1,Tuesday,P5
1,Tuesday,P6
0,Tuesday,P7
0,Tuesday,P8
1,Tuesday,P9
1,Tuesday,P10
0,Tuesday,P11
0,Tuesday,P12
0,Tuesday,P13
2,Tuesday,P14
8,Tuesday,P15
2,Tuesday,P16
12,Tuesday,P17
4,Tuesday,P18
15,Tuesday,P19
6,Tuesday,P20
1,Tuesday,P21
2,Tuesday,P22
24,Tuesday,P23
2,Tuesday,P24
1,Tuesday,P25
2,Tuesday,P26
16,Tuesday,P27
6,Tuesday,P28
2,Tuesday,P29
2,Tuesday,P30
4,Tuesday,P31
11,Tuesday,P32
2,Tuesday,P33
1,Tuesday,P34
11,Tuesday,P35
7,Tuesday,P36
7,Tuesday,P37
2,Tuesday,P38
11,Tuesday,P39
4,Tuesday,P40
6,Tuesday,P41
1,Tuesday,P42
8,Tuesday,P43
0,Tuesday,P44
0,Tuesday,P45
0,Tuesday,P46
7,Tuesday,P47
0,Wednesday,P0
1,Wednesday,P1
0,Wednesday,P2
2,Wednesday,P3
0,Wednesday,P4
0,Wednesday,P5
0,Wednesday,P6
0,Wednesday,P7
0,Wednesday,P8
0,Wednesday,P9
2,Wednesday,P10
0,Wednesday,P11
4,Wednesday,P12
1,Wednesday,P13
1,Wednesday,P14
6,Wednesday,P15
3,Wednesday,P16
16,Wednesday,P17
3,Wednesday,P18
15,Wednesday,P19
15,Wednesday,P20
6,Wednesday,P21
3,Wednesday,P22
20,Wednesday,P23
3,Wednesday,P24
4,Wednesday,P25
0,Wednesday,P26
14,Wednesday,P27
1,Wednesday,P28
3,Wednesday,P29
1,Wednesday,P30
16,Wednesday,P31
5,Wednesday,P32
2,Wednesday,P33
0,Wednesday,P34
10,Wednesday,P35
5,Wednesday,P36
10,Wednesday,P37
2,Wednesday,P38
7,Wednesday,P39
0,Wednesday,P40
1,Wednesday,P41
1,Wednesday,P42
8,Wednesday,P43
2,Wednesday,P44
1,Wednesday,P45
2,Wednesday,P46
3,Wednesday,P47
3,Thursday,P0
0,Thursday,P1
0,Thursday,P2
1,Thursday,P3
0,Thursday,P4
0,Thursday,P5
0,Thursday,P6
0,Thursday,P7
1,Thursday,P8
0,Thursday,P9
0,Thursday,P10
2,Thursday,P11
0,Thursday,P12
0,Thursday,P13
4,Thursday,P14
6,Thursday,P15
3,Thursday,P16
14,Thursday,P17
8,Thursday,P18
26,Thursday,P19
4,Thursday,P20
3,Thursday,P21
3,Thursday,P22
14,Thursday,P23
16,Thursday,P24
5,Thursday,P25
2,Thursday,P26
20,Thursday,P27
6,Thursday,P28
6,Thursday,P29
3,Thursday,P30
11,Thursday,P31
3,Thursday,P32
2,Thursday,P33
2,Thursday,P34
12,Thursday,P35
3,Thursday,P36
8,Thursday,P37
2,Thursday,P38
4,Thursday,P39
4,Thursday,P40
4,Thursday,P41
4,Thursday,P42
5,Thursday,P43
0,Thursday,P44
1,Thursday,P45
1,Thursday,P46
4,Thursday,P47
2,Friday,P0
0,Friday,P1
0,Friday,P2
0,Friday,P3
0,Friday,P4
0,Friday,P5
0,Friday,P6
0,Friday,P7
1,Friday,P8
1,Friday,P9
1,Friday,P10
5,Friday,P11
1,Friday,P12
0,Friday,P13
2,Friday,P14
6,Friday,P15
1,Friday,P16
8,Friday,P17
4,Friday,P18
14,Friday,P19
5,Friday,P20
2,Friday,P21
1,Friday,P22
26,Friday,P23
6,Friday,P24
2,Friday,P25
2,Friday,P26
3,Friday,P27
25,Friday,P28
4,Friday,P29
4,Friday,P30
18,Friday,P31
8,Friday,P32
4,Friday,P33
2,Friday,P34
19,Friday,P35
3,Friday,P36
10,Friday,P37
5,Friday,P38
4,Friday,P39
12,Friday,P40
6,Friday,P41
8,Friday,P42
5,Friday,P43
8,Friday,P44
0,Friday,P45
2,Friday,P46
0,Friday,P47
18,Saturday,P0
1,Saturday,P1
1,Saturday,P2
1,Saturday,P3
0,Saturday,P4
0,Saturday,P5
1,Saturday,P6
0,Saturday,P7
0,Saturday,P8
2,Saturday,P9
0,Saturday,P10
2,Saturday,P11
1,Saturday,P12
1,Saturday,P13
1,Saturday,P14
1,Saturday,P15
3,Saturday,P16
4,Saturday,P17
2,Saturday,P18
8,Saturday,P19
3,Saturday,P20
3,Saturday,P21
1,Saturday,P22
2,Saturday,P23
17,Saturday,P24
2,Saturday,P25
1,Saturday,P26
25,Saturday,P27
4,Saturday,P28
1,Saturday,P29
1,Saturday,P30
9,Saturday,P31
6,Saturday,P32
0,Saturday,P33
0,Saturday,P34
4,Saturday,P35
5,Saturday,P36
14,Saturday,P37
4,Saturday,P38
5,Saturday,P39
21,Saturday,P40
8,Saturday,P41
0,Saturday,P42
4,Saturday,P43
3,Saturday,P44
1,Saturday,P45
1,Saturday,P46
8,Saturday,P47
3,Sunday,P0
1,Sunday,P1
0,Sunday,P2
0,Sunday,P3
2,Sunday,P4
0,Sunday,P5
0,Sunday,P6
1,Sunday,P7
0,Sunday,P8
1,Sunday,P9
2,Sunday,P10
0,Sunday,P11
2,Sunday,P12
2,Sunday,P13
1,Sunday,P14
1,Sunday,P15
1,Sunday,P16
3,Sunday,P17
0,Sunday,P18
5,Sunday,P19
0,Sunday,P20
4,Sunday,P21
2,Sunday,P22
14,Sunday,P23
8,Sunday,P24
0,Sunday,P25
2,Sunday,P26
3,Sunday,P27
2,Sunday,P28
2,Sunday,P29
0,Sunday,P30
16,Sunday,P31
4,Sunday,P32
2,Sunday,P33
1,Sunday,P34
20,Sunday,P35
10,Sunday,P36
8,Sunday,P37
2,Sunday,P38
13,Sunday,P39
13,Sunday,P40
6,Sunday,P41
9,Sunday,P42
10,Sunday,P43
2,Sunday,P44
0,Sunday,P45
0,Sunday,P46
11,Sunday,P47
4,Monday,P0
0,Monday,P1
0,Monday,P2
0,Monday,P3
0,Monday,P4
0,Monday,P5
0,Monday,P6
0,Monday,P7
0,Monday,P8
1,Monday,P9
0,Monday,P10
1,Monday,P11
2,Monday,P12
3,Monday,P13
2,Monday,P14
13,Monday,P15
1,Monday,P16
3,Monday,P17
19,Monday,P18
15,Monday,P19
11,Monday,P20
1,Monday,P21
2,Monday,P22
27,Monday,P23
3,Monday,P24
4,Monday,P25
2,Monday,P26
11,Monday,P27
13,Monday,P28
3,Monday,P29
6,Monday,P30
13,Monday,P31
3,Monday,P32
2,Monday,P33
2,Monday,P34
1,Monday,P35
17,Monday,P36
5,Monday,P37
4,Monday,P38
10,Monday,P39
14,Monday,P40
7,Monday,P41
2,Monday,P42
9,Monday,P43
2,Monday,P44
2,Monday,P45
1,Monday,P46
4,Monday,P47
1,Tuesday,P0
0,Tuesday,P1
0,Tuesday,P2
0,Tuesday,P3
0,Tuesday,P4
0,Tuesday,P5
0,Tuesday,P6
0,Tuesday,P7
0,Tuesday,P8
2,Tuesday,P9
0,Tuesday,P10
0,Tuesday,P11
0,Tuesday,P12
1,Tuesday,P13
3,Tuesday,P14
5,Tuesday,P15
2,Tuesday,P16
16,Tuesday,P17
8,Tuesday,P18
13,Tuesday,P19
12,Tuesday,P20
2,Tuesday,P21
3,Tuesday,P22
14,Tuesday,P23
11,Tuesday,P24
5,Tuesday,P25
1,Tuesday,P26
5,Tuesday,P27
3,Tuesday,P28
19,Tuesday,P29
3,Tuesday,P30
12,Tuesday,P31
8,Tuesday,P32
1,Tuesday,P33
2,Tuesday,P34
14,Tuesday,P35
9,Tuesday,P36
3,Tuesday,P37
4,Tuesday,P38
7,Tuesday,P39
12,Tuesday,P40
5,Tuesday,P41
1,Tuesday,P42
1,Tuesday,P43
4,Tuesday,P44
0,Tuesday,P45
2,Tuesday,P46
3,Tuesday,P47
4,Wednesday,P0
2,Wednesday,P1
3,Wednesday,P2
0,Wednesday,P3
0,Wednesday,P4
0,Wednesday,P5
0,Wednesday,P6
1,Wednesday,P7
0,Wednesday,P8
2,Wednesday,P9
0,Wednesday,P10
0,Wednesday,P11
1,Wednesday,P12
1,Wednesday,P13
3,Wednesday,P14
2,Wednesday,P15
7,Wednesday,P16
10,Wednesday,P17
3,Wednesday,P18
11,Wednesday,P19
11,Wednesday,P20
3,Wednesday,P21
1,Wednesday,P22
18,Wednesday,P23
5,Wednesday,P24
2,Wednesday,P25
1,Wednesday,P26
5,Wednesday,P27
17,Wednesday,P28
7,Wednesday,P29
2,Wednesday,P30
10,Wednesday,P31
16,Wednesday,P32
0,Wednesday,P33
2,Wednesday,P34
22,Wednesday,P35
6,Wednesday,P36
5,Wednesday,P37
4,Wednesday,P38
13,Wednesday,P39
7,Wednesday,P40
12,Wednesday,P41
0,Wednesday,P42
8,Wednesday,P43
0,Wednesday,P44
0,Wednesday,P45
1,Wednesday,P46
6,Wednesday,P47
1,Thursday,P0
0,Thursday,P1
1,Thursday,P2
1,Thursday,P3
0,Thursday,P4
0,Thursday,P5
0,Thursday,P6
1,Thursday,P7
0,Thursday,P8
1,Thursday,P9
0,Thursday,P10
1,Thursday,P11
2,Thursday,P12
5,Thursday,P13
1,Thursday,P14
1,Thursday,P15
3,Thursday,P16
1,Thursday,P17
1,Thursday,P18
8,Thursday,P19
7,Thursday,P20
3,Thursday,P21
2,Thursday,P22
12,Thursday,P23
6,Thursday,P24
16,Thursday,P25
0,Thursday,P26
11,Thursday,P27
2,Thursday,P28
1,Thursday,P29
2,Thursday,P30
17,Thursday,P31
3,Thursday,P32
5,Thursday,P33
1,Thursday,P34
15,Thursday,P35
7,Thursday,P36
12,Thursday,P37
5,Thursday,P38
7,Thursday,P39
4,Thursday,P40
6,Thursday,P41
3,Thursday,P42
5,Thursday,P43
3,Thursday,P44
0,Thursday,P45
0,Thursday,P46
4,Thursday,P47
5,Friday,P0
0,Friday,P1
0,Friday,P2
0,Friday,P3
0,Friday,P4
0,Friday,P5
0,Friday,P6
0,Friday,P7
0,Friday,P8
3,Friday,P9
0,Friday,P10
1,Friday,P11
2,Friday,P12
0,Friday,P13
0,Friday,P14
6,Friday,P15
4,Friday,P16
10,Friday,P17
8,Friday,P18
13,Friday,P19
8,Friday,P20
0,Friday,P21
4,Friday,P22
16,Friday,P23
6,Friday,P24
6,Friday,P25
1,Friday,P26
22,Friday,P27
9,Friday,P28
2,Friday,P29
3,Friday,P30
14,Friday,P31
7,Friday,P32
2,Friday,P33
4,Friday,P34
13,Friday,P35
7,Friday,P36
6,Friday,P37
4,Friday,P38
9,Friday,P39
19,Friday,P40
6,Friday,P41
3,Friday,P42
3,Friday,P43
0,Friday,P44
3,Friday,P45
3,Friday,P46
3,Friday,P47
2,Saturday,P0
1,Saturday,P1
1,Saturday,P2
0,Saturday,P3
0,Saturday,P4
1,Saturday,P5
0,Saturday,P6
0,Saturday,P7
0,Saturday,P8
1,Saturday,P9
2,Saturday,P10
1,Saturday,P11
2,Saturday,P12
2,Saturday,P13
1,Saturday,P14
5,Saturday,P15
3,Saturday,P16
2,Saturday,P17
2,Saturday,P18
6,Saturday,P19
1,Saturday,P20
3,Saturday,P21
4,Saturday,P22
24,Saturday,P23
7,Saturday,P24
1,Saturday,P25
2,Saturday,P26
19,Saturday,P27
6,Saturday,P28
1,Saturday,P29
0,Saturday,P30
10,Saturday,P31
0,Saturday,P32
1,Saturday,P33
3,Saturday,P34
9,Saturday,P35
6,Saturday,P36
5,Saturday,P37
4,Saturday,P38
7,Saturday,P39
15,Saturday,P40
8,Saturday,P41
2,Saturday,P42
9,Saturday,P43
1,Saturday,P44
0,Saturday,P45
2,Saturday,P46
8,Saturday,P47
2,Sunday,P0
1,Sunday,P1
0,Sunday,P2
1,Sunday,P3
0,Sunday,P4
0,Sunday,P5
0,Sunday,P6
0,Sunday,P7
0,Sunday,P8
1,Sunday,P9
0,Sunday,P10
1,Sunday,P11
1,Sunday,P12
0,Sunday,P13
1,Sunday,P14
0,Sunday,P15
1,Sunday,P16
2,Sunday,P17
5,Sunday,P18
4,Sunday,P19
4,Sunday,P20
4,Sunday,P21
0,Sunday,P22
16,Sunday,P23
5,Sunday,P24
1,Sunday,P25
1,Sunday,P26
13,Sunday,P27
5,Sunday,P28
0,Sunday,P29
0,Sunday,P30
14,Sunday,P31
4,Sunday,P32
0,Sunday,P33
3,Sunday,P34
17,Sunday,P35
11,Sunday,P36
14,Sunday,P37
1,Sunday,P38
10,Sunday,P39
8,Sunday,P40
11,Sunday,P41
9,Sunday,P42
17,Sunday,P43
2,Sunday,P44
1,Sunday,P45
1,Sunday,P46
9,Sunday,P47
4,Monday,P0
0,Monday,P1
0,Monday,P2
0,Monday,P3
0,Monday,P4
0,Monday,P5
0,Monday,P6
0,Monday,P7
1,Monday,P8
0,Monday,P9
1,Monday,P10
4,Monday,P11
1,Monday,P12
2,Monday,P13
6,Monday,P14
5,Monday,P15
6,Monday,P16
11,Monday,P17
4,Monday,P18
14,Monday,P19
6,Monday,P20
1,Monday,P21
4,Monday,P22
22,Monday,P23
7,Monday,P24
4,Monday,P25
2,Monday,P26
27,Monday,P27
9,Monday,P28
6,Monday,P29
2,Monday,P30
17,Monday,P31
8,Monday,P32
0,Monday,P33
1,Monday,P34
12,Monday,P35
4,Monday,P36
1,Monday,P37
4,Monday,P38
15,Monday,P39
4,Monday,P40
6,Monday,P41
4,Monday,P42
6,Monday,P43
0,Monday,P44
0,Monday,P45
0,Monday,P46
4,Monday,P47
1,Tuesday,P0
0,Tuesday,P1
0,Tuesday,P2
0,Tuesday,P3
0,Tuesday,P4
0,Tuesday,P5
0,Tuesday,P6
0,Tuesday,P7
0,Tuesday,P8
0,Tuesday,P9
0,Tuesday,P10
1,Tuesday,P11
0,Tuesday,P12
3,Tuesday,P13
1,Tuesday,P14
8,Tuesday,P15
5,Tuesday,P16
11,Tuesday,P17
3,Tuesday,P18
17,Tuesday,P19
10,Tuesday,P20
1,Tuesday,P21
3,Tuesday,P22
23,Tuesday,P23
8,Tuesday,P24
1,Tuesday,P25
1,Tuesday,P26
14,Tuesday,P27
5,Tuesday,P28
1,Tuesday,P29
0,Tuesday,P30
14,Tuesday,P31
7,Tuesday,P32
0,Tuesday,P33
6,Tuesday,P34
5,Tuesday,P35
15,Tuesday,P36
10,Tuesday,P37
1,Tuesday,P38
6,Tuesday,P39
5,Tuesday,P40
12,Tuesday,P41
6,Tuesday,P42
8,Tuesday,P43
2,Tuesday,P44
1,Tuesday,P45
0,Tuesday,P46
1,Tuesday,P47
9,Wednesday,P0
0,Wednesday,P1
0,Wednesday,P2
0,Wednesday,P3
0,Wednesday,P4
0,Wednesday,P5
0,Wednesday,P6
0,Wednesday,P7
0,Wednesday,P8
0,Wednesday,P9
1,Wednesday,P10
3,Wednesday,P11
6,Wednesday,P12
1,Wednesday,P13
3,Wednesday,P14
3,Wednesday,P15
2,Wednesday,P16
17,Wednesday,P17
2,Wednesday,P18
12,Wednesday,P19
6,Wednesday,P20
4,Wednesday,P21
2,Wednesday,P22
11,Wednesday,P23
8,Wednesday,P24
1,Wednesday,P25
3,Wednesday,P26
4,Wednesday,P27
18,Wednesday,P28
1,Wednesday,P29
4,Wednesday,P30
14,Wednesday,P31
6,Wednesday,P32
2,Wednesday,P33
4,Wednesday,P34
17,Wednesday,P35
0,Wednesday,P36
5,Wednesday,P37
5,Wednesday,P38
12,Wednesday,P39
3,Wednesday,P40
6,Wednesday,P41
3,Wednesday,P42
5,Wednesday,P43
3,Wednesday,P44
1,Wednesday,P45
0,Wednesday,P46
3,Wednesday,P47
5,Thursday,P0
0,Thursday,P1
2,Thursday,P2
0,Thursday,P3
1,Thursday,P4
0,Thursday,P5
1,Thursday,P6
0,Thursday,P7
1,Thursday,P8
0,Thursday,P9
1,Thursday,P10
1,Thursday,P11
4,Thursday,P12
4,Thursday,P13
3,Thursday,P14
7,Thursday,P15
0,Thursday,P16
14,Thursday,P17
2,Thursday,P18
11,Thursday,P19
8,Thursday,P20
1,Thursday,P21
4,Thursday,P22
20,Thursday,P23
7,Thursday,P24
1,Thursday,P25
1,Thursday,P26
17,Thursday,P27
7,Thursday,P28
5,Thursday,P29
1,Thursday,P30
12,Thursday,P31
6,Thursday,P32
2,Thursday,P33
3,Thursday,P34
11,Thursday,P35
1,Thursday,P36
6,Thursday,P37
6,Thursday,P38
12,Thursday,P39
5,Thursday,P40
8,Thursday,P41
1,Thursday,P42
6,Thursday,P43
6,Thursday,P44
0,Thursday,P45
1,Thursday,P46
3,Thursday,P47
3,Friday,P0
0,Friday,P1
1,Friday,P2
1,Friday,P3
0,Friday,P4
0,Friday,P5
0,Friday,P6
0,Friday,P7
0,Friday,P8
2,Friday,P9
0,Friday,P10
1,Friday,P11
4,Friday,P12
2,Friday,P13
2,Friday,P14
3,Friday,P15
0,Friday,P16
13,Friday,P17
2,Friday,P18
9,Friday,P19
0,Friday,P20
1,Friday,P21
1,Friday,P22
18,Friday,P23
4,Friday,P24
2,Friday,P25
5,Friday,P26
15,Friday,P27
3,Friday,P28
5,Friday,P29
4,Friday,P30
10,Friday,P31
4,Friday,P32
1,Friday,P33
2,Friday,P34
14,Friday,P35
5,Friday,P36
11,Friday,P37
2,Friday,P38
8,Friday,P39
13,Friday,P40
8,Friday,P41
6,Friday,P42
14,Friday,P43
1,Friday,P44
0,Friday,P45
0,Friday,P46
3,Friday,P47
6,Saturday,P0
2,Saturday,P1
2,Saturday,P2
0,Saturday,P3
0,Saturday,P4
2,Saturday,P5
0,Saturday,P6
0,Saturday,P7
0,Saturday,P8
1,Saturday,P9
0,Saturday,P10
1,Saturday,P11
0,Saturday,P12
2,Saturday,P13
2,Saturday,P14
2,Saturday,P15
0,Saturday,P16
9,Saturday,P17
2,Saturday,P18
11,Saturday,P19
4,Saturday,P20
3,Saturday,P21
3,Saturday,P22
11,Saturday,P23
5,Saturday,P24
1,Saturday,P25
1,Saturday,P26
11,Saturday,P27
11,Saturday,P28
2,Saturday,P29
0,Saturday,P30
10,Saturday,P31
2,Saturday,P32
1,Saturday,P33
1,Saturday,P34
2,Saturday,P35
12,Saturday,P36
6,Saturday,P37
8,Saturday,P38
10,Saturday,P39
13,Saturday,P40
3,Saturday,P41
5,Saturday,P42
6,Saturday,P43
3,Saturday,P44
1,Saturday,P45
2,Saturday,P46
6,Saturday,P47
3,Sunday,P0
0,Sunday,P1
0,Sunday,P2
0,Sunday,P3
1,Sunday,P4
0,Sunday,P5
0,Sunday,P6
0,Sunday,P7
0,Sunday,P8
3,Sunday,P9
0,Sunday,P10
1,Sunday,P11
1,Sunday,P12
4,Sunday,P13
0,Sunday,P14
0,Sunday,P15
1,Sunday,P16
7,Sunday,P17
2,Sunday,P18
1,Sunday,P19
1,Sunday,P20
1,Sunday,P21
4,Sunday,P22
18,Sunday,P23
4,Sunday,P24
4,Sunday,P25
0,Sunday,P26
12,Sunday,P27
2,Sunday,P28
3,Sunday,P29
0,Sunday,P30
14,Sunday,P31
12,Sunday,P32
1,Sunday,P33
0,Sunday,P34
16,Sunday,P35
8,Sunday,P36
11,Sunday,P37
2,Sunday,P38
16,Sunday,P39
3,Sunday,P40
8,Sunday,P41
2,Sunday,P42
13,Sunday,P43
2,Sunday,P44
3,Sunday,P45
1,Sunday,P46
5,Sunday,P47
6,Monday,P0
1,Monday,P1
1,Monday,P2
0,Monday,P3
0,Monday,P4
0,Monday,P5
0,Monday,P6
0,Monday,P7
0,Monday,P8
0,Monday,P9
2,Monday,P10
3,Monday,P11
1,Monday,P12
2,Monday,P13
3,Monday,P14
8,Monday,P15
5,Monday,P16
16,Monday,P17
6,Monday,P18
15,Monday,P19
3,Monday,P20
3,Monday,P21
3,Monday,P22
16,Monday,P23
10,Monday,P24
4,Monday,P25
3,Monday,P26
4,Monday,P27
0,Monday,P28
16,Monday,P29
17,Monday,P30
21,Monday,P31
6,Monday,P32
0,Monday,P33
1,Monday,P34
19,Monday,P35
2,Monday,P36
3,Monday,P37
1,Monday,P38
14,Monday,P39
5,Monday,P40
7,Monday,P41
2,Monday,P42
6,Monday,P43
1,Monday,P44
1,Monday,P45
0,Monday,P46
7,Monday,P47
5,Tuesday,P0
1,Tuesday,P1
1,Tuesday,P2
0,Tuesday,P3
0,Tuesday,P4
0,Tuesday,P5
1,Tuesday,P6
0,Tuesday,P7
0,Tuesday,P8
1,Tuesday,P9
0,Tuesday,P10
1,Tuesday,P11
2,Tuesday,P12
1,Tuesday,P13
2,Tuesday,P14
6,Tuesday,P15
2,Tuesday,P16
20,Tuesday,P17
7,Tuesday,P18
18,Tuesday,P19
6,Tuesday,P20
1,Tuesday,P21
5,Tuesday,P22
13,Tuesday,P23
9,Tuesday,P24
5,Tuesday,P25
3,Tuesday,P26
18,Tuesday,P27
5,Tuesday,P28
1,Tuesday,P29
4,Tuesday,P30
14,Tuesday,P31
